Date,Close,High,Low,Open,Volume,Ticker
2024-02-06,451.1499938964844,473.54998779296875,395.0,395.0,63835202,PAYTM
2024-02-07,496.25,496.25,462.0,463.0,20273368,PAYTM
2024-02-08,446.6499938964844,528.0,446.6499938964844,525.0,21240680,PAYTM
2024-02-09,419.8500061035156,438.0,410.0,420.0,14918098,PAYTM
2024-02-12,422.20001220703125,435.5,411.20001220703125,430.04998779296875,10958969,PAYTM
2024-02-13,380.1499938964844,408.0,380.0,403.0,11455765,PAYTM
2024-02-14,342.1499938964844,360.1499938964844,342.1499938964844,355.0,15657904,PAYTM
2024-02-15,325.04998779296875,338.45001220703125,325.04998779296875,326.70001220703125,10324976,PAYTM
2024-02-16,341.29998779296875,341.29998779296875,318.04998779296875,325.0,19113793,PAYTM
2024-02-19,358.3500061035156,358.3500061035156,358.3500061035156,358.3500061035156,1205875,PAYTM
2024-02-20,376.25,376.25,376.25,376.25,1009337,PAYTM
2024-02-21,395.04998779296875,395.04998779296875,395.04998779296875,395.04998779296875,1021399,PAYTM
2024-02-22,388.3500061035156,402.95001220703125,380.6000061035156,400.0,21147933,PAYTM
2024-02-23,407.75,407.75,385.0,392.0,7919872,PAYTM
2024-02-26,428.1000061035156,428.1000061035156,420.0,420.0,8475917,PAYTM
2024-02-27,427.54998779296875,449.5,413.20001220703125,418.0,20736054,PAYTM
2024-02-28,406.20001220703125,432.0,406.20001220703125,432.0,4426529,PAYTM
2024-02-29,403.29998779296875,419.3999938964844,385.8999938964844,395.0,13630735,PAYTM
2024-03-01,423.45001220703125,423.45001220703125,413.20001220703125,416.1000061035156,4664243,PAYTM
2024-03-04,418.20001220703125,424.20001220703125,400.0,410.79998779296875,3333960,PAYTM
2024-03-05,404.1499938964844,418.0,399.3500061035156,418.0,5331595,PAYTM
2024-03-06,393.04998779296875,404.1499938964844,384.1000061035156,404.1499938964844,2957807,PAYTM
2024-03-07,400.75,405.25,396.0,405.0,1612307,PAYTM
2024-03-11,388.79998779296875,409.95001220703125,386.25,409.95001220703125,1902348,PAYTM
2024-03-12,369.3999938964844,391.1499938964844,369.3999938964844,388.75,3361826,PAYTM
2024-03-13,350.95001220703125,372.45001220703125,350.95001220703125,370.5,2583164,PAYTM
2024-03-14,353.04998779296875,362.1499938964844,334.25,336.25,5453642,PAYTM
2024-03-15,370.70001220703125,370.70001220703125,367.25,370.70001220703125,5064403,PAYTM
2024-03-18,389.20001220703125,389.20001220703125,373.04998779296875,379.0,7280856,PAYTM
2024-03-19,406.3500061035156,408.6499938964844,391.6000061035156,397.04998779296875,8749001,PAYTM
2024-03-20,420.25,425.70001220703125,405.0,416.0,6512954,PAYTM
2024-03-21,410.8500061035156,437.3999938964844,405.0,432.0,5120160,PAYTM
2024-03-22,402.3500061035156,417.45001220703125,398.1499938964844,412.8500061035156,2574779,PAYTM
2024-03-26,398.45001220703125,404.5,394.04998779296875,402.3500061035156,2363658,PAYTM
2024-03-27,396.79998779296875,415.29998779296875,394.0,397.0,4405505,PAYTM
2024-03-28,402.6499938964844,404.95001220703125,399.0,402.3999938964844,2536846,PAYTM
2024-04-01,406.04998779296875,410.0,400.0,402.75,1667152,PAYTM
2024-04-02,416.3500061035156,422.0,405.0,410.0,3213704,PAYTM
2024-04-03,410.8999938964844,419.3999938964844,409.95001220703125,416.3500061035156,1256770,PAYTM
2024-04-04,410.79998779296875,417.0,410.0,412.3999938964844,985713,PAYTM
2024-04-05,417.54998779296875,422.6499938964844,410.0,410.3999938964844,2363933,PAYTM
2024-04-08,412.20001220703125,422.1499938964844,411.20001220703125,418.0,870287,PAYTM
2024-04-09,404.20001220703125,416.45001220703125,402.8999938964844,416.0,926611,PAYTM
2024-04-10,400.54998779296875,403.95001220703125,388.0,400.0,3363668,PAYTM
2024-04-12,391.6000061035156,402.29998779296875,391.0,400.6499938964844,1334563,PAYTM
2024-04-15,389.75,398.6000061035156,377.54998779296875,381.0,1637503,PAYTM
2024-04-16,391.3500061035156,397.3999938964844,385.3500061035156,389.25,1098457,PAYTM
2024-04-18,388.5,409.0,387.0,401.0,1258964,PAYTM
2024-04-19,377.8500061035156,388.0,377.0,388.0,1590630,PAYTM
2024-04-22,377.70001220703125,388.45001220703125,375.79998779296875,382.95001220703125,922319,PAYTM
2024-04-23,382.70001220703125,384.5,375.54998779296875,384.5,1509139,PAYTM
2024-04-24,382.6499938964844,391.3500061035156,380.6000061035156,385.04998779296875,1241887,PAYTM
2024-04-25,379.04998779296875,384.25,378.0,382.5,794300,PAYTM
2024-04-26,376.8999938964844,382.0,375.79998779296875,380.6000061035156,1165552,PAYTM
2024-04-29,377.75,384.0,374.0,379.25,1080192,PAYTM
2024-04-30,372.3999938964844,379.5,371.0,377.79998779296875,1183679,PAYTM
2024-05-02,372.20001220703125,386.0,366.54998779296875,372.54998779296875,2043727,PAYTM
2024-05-03,369.8999938964844,375.5,368.04998779296875,373.0,983852,PAYTM
2024-05-06,351.3999938964844,365.0,351.3999938964844,351.3999938964844,4669633,PAYTM
2024-05-07,333.8500061035156,351.3500061035156,333.8500061035156,351.3500061035156,5412856,PAYTM
2024-05-08,317.1499938964844,332.0,317.1499938964844,331.0,7390132,PAYTM
2024-05-09,333.0,333.0,310.0,313.6499938964844,9033327,PAYTM
2024-05-10,349.6499938964844,349.6499938964844,335.1000061035156,339.0,5692885,PAYTM
2024-05-13,343.5,359.6000061035156,335.04998779296875,358.04998779296875,2666342,PAYTM
2024-05-14,340.04998779296875,343.79998779296875,333.04998779296875,342.70001220703125,1471994,PAYTM
2024-05-15,343.25,347.79998779296875,331.6499938964844,340.1499938964844,2003944,PAYTM
2024-05-16,342.54998779296875,350.0,339.0,344.5,1136979,PAYTM
2024-05-17,342.25,347.0,339.29998779296875,342.54998779296875,1159700,PAYTM
2024-05-21,351.70001220703125,361.6000061035156,341.45001220703125,348.0,3172650,PAYTM
2024-05-22,368.8500061035156,369.25,344.5,356.0,5231893,PAYTM
2024-05-23,356.25,368.0,353.5,368.0,2589388,PAYTM
2024-05-24,340.95001220703125,354.70001220703125,339.04998779296875,354.0,4362341,PAYTM
2024-05-27,356.70001220703125,357.95001220703125,341.8999938964844,342.0,4685308,PAYTM
2024-05-28,342.3500061035156,363.8999938964844,341.5,357.95001220703125,2420896,PAYTM
2024-05-29,359.45001220703125,359.45001220703125,359.45001220703125,359.45001220703125,1458423,PAYTM
2024-05-30,377.3999938964844,377.3999938964844,377.3999938964844,377.3999938964844,1656287,PAYTM
2024-05-31,360.75,396.25,358.54998779296875,384.95001220703125,44068826,PAYTM
2024-06-03,376.20001220703125,378.75,370.0,378.75,7685575,PAYTM
2024-06-04,357.3999938964844,373.0,357.3999938964844,373.0,3491325,PAYTM
2024-06-05,339.8500061035156,354.6499938964844,339.54998779296875,351.25,7404922,PAYTM
2024-06-06,346.6499938964844,350.0,341.0,345.0,3037856,PAYTM
2024-06-07,381.29998779296875,381.29998779296875,347.20001220703125,349.0,8096613,PAYTM
2024-06-10,389.04998779296875,414.0,381.5,382.0,7714614,PAYTM
2024-06-11,380.54998779296875,393.8500061035156,378.04998779296875,390.54998779296875,2837645,PAYTM
2024-06-12,402.5,416.75,377.0,382.1000061035156,10281686,PAYTM
2024-06-13,428.04998779296875,439.0,405.54998779296875,407.0,16454024,PAYTM
2024-06-14,425.04998779296875,440.5,422.1499938964844,436.04998779296875,5490425,PAYTM
2024-06-18,417.0,442.0,411.0,442.0,12825770,PAYTM
2024-06-19,410.25,422.0,403.5,420.0,4054335,PAYTM
2024-06-20,411.5,419.79998779296875,410.25,414.0,1905808,PAYTM
2024-06-21,411.1499938964844,414.70001220703125,402.5,411.5,2535336,PAYTM
2024-06-24,410.70001220703125,417.1000061035156,406.04998779296875,409.70001220703125,2290263,PAYTM
2024-06-25,412.79998779296875,424.3999938964844,409.25,415.0,3221883,PAYTM
2024-06-26,409.3500061035156,414.70001220703125,406.54998779296875,413.0,1504820,PAYTM
2024-06-27,404.29998779296875,411.0,400.1000061035156,408.0,2060528,PAYTM
2024-06-28,401.75,411.5,400.04998779296875,405.0,2162358,PAYTM
2024-07-01,411.8500061035156,423.70001220703125,403.0,403.0,4061370,PAYTM
2024-07-02,421.04998779296875,423.25,409.04998779296875,412.04998779296875,4087675,PAYTM
2024-07-03,417.54998779296875,425.0,414.5,424.0,3892175,PAYTM
2024-07-04,412.45001220703125,430.0,411.0,418.1000061035156,5411756,PAYTM
2024-07-05,436.54998779296875,442.5,412.75,416.54998779296875,6630370,PAYTM
2024-07-08,472.3500061035156,479.8999938964844,440.20001220703125,440.20001220703125,12698807,PAYTM
2024-07-09,461.6499938964844,476.0,448.79998779296875,476.0,6693084,PAYTM
2024-07-10,467.1499938964844,474.70001220703125,454.1000061035156,464.75,6211525,PAYTM
2024-07-11,480.25,491.79998779296875,468.04998779296875,468.04998779296875,5700801,PAYTM
2024-07-12,465.95001220703125,482.79998779296875,461.0,480.0,2441250,PAYTM
2024-07-15,469.6499938964844,476.70001220703125,462.04998779296875,467.0,3318491,PAYTM
2024-07-16,460.29998779296875,471.3999938964844,454.75,466.0,2530705,PAYTM
2024-07-18,445.29998779296875,464.75,442.79998779296875,459.0,2699225,PAYTM
2024-07-19,458.75,471.95001220703125,425.6000061035156,443.0,11709927,PAYTM
2024-07-22,452.45001220703125,462.29998779296875,443.5,447.95001220703125,3225265,PAYTM
2024-07-23,457.25,464.70001220703125,437.25,454.6499938964844,3009397,PAYTM
2024-07-24,456.29998779296875,467.79998779296875,447.20001220703125,453.0,1818969,PAYTM
2024-07-25,462.79998779296875,464.29998779296875,448.54998779296875,450.0,1919454,PAYTM
2024-07-26,509.04998779296875,509.04998779296875,459.0,459.0,10481268,PAYTM
2024-07-29,494.04998779296875,518.2999877929688,490.0,512.75,8506569,PAYTM
2024-07-30,496.8999938964844,512.7000122070312,494.3999938964844,501.0,6991041,PAYTM
2024-07-31,494.25,507.45001220703125,493.0,494.0,2553435,PAYTM
2024-08-01,496.8500061035156,520.0,492.1000061035156,498.54998779296875,5509816,PAYTM
2024-08-02,527.0,542.5999755859375,492.29998779296875,494.8500061035156,13602639,PAYTM
2024-08-05,499.3999938964844,516.4000244140625,481.6499938964844,513.8499755859375,9396049,PAYTM
2024-08-06,488.1000061035156,522.0,482.1000061035156,504.0,5688494,PAYTM
2024-08-07,505.8500061035156,511.0,493.3999938964844,500.0,3479206,PAYTM
2024-08-08,508.5,535.0,501.75,508.0,10467494,PAYTM
2024-08-09,510.8500061035156,522.2999877929688,509.0,520.0499877929688,4096869,PAYTM
2024-08-12,514.5999755859375,527.0,499.45001220703125,507.54998779296875,5613698,PAYTM
2024-08-13,506.1499938964844,524.75,503.75,515.1500244140625,4545613,PAYTM
2024-08-14,538.7999877929688,546.7999877929688,505.5,508.1000061035156,12889333,PAYTM
2024-08-16,564.25,569.9000244140625,536.4500122070312,544.0,13134779,PAYTM
2024-08-19,572.7999877929688,594.4000244140625,564.7000122070312,565.0,12268435,PAYTM
2024-08-20,572.8499755859375,584.0,568.0499877929688,575.0,6100028,PAYTM
2024-08-21,574.0499877929688,582.7999877929688,570.0999755859375,574.9500122070312,4699120,PAYTM
2024-08-22,553.7000122070312,604.7000122070312,538.3499755859375,584.0,21141552,PAYTM
2024-08-23,554.8499755859375,571.2999877929688,551.0999755859375,555.0,7634408,PAYTM
2024-08-26,530.4000244140625,565.4500122070312,505.54998779296875,559.7999877929688,18465394,PAYTM
2024-08-27,545.1500244140625,553.7000122070312,535.7000122070312,540.9000244140625,6561483,PAYTM
2024-08-28,538.0,559.9500122070312,534.5499877929688,549.0,6063546,PAYTM
2024-08-29,554.5,564.7999877929688,540.0999755859375,559.0,9175132,PAYTM
2024-08-30,621.9000244140625,631.4500122070312,543.0,558.0,41866652,PAYTM
2024-09-02,607.8499755859375,634.0,587.2999877929688,619.0,20043277,PAYTM
2024-09-03,595.5999755859375,614.7999877929688,594.0,608.0,8664136,PAYTM
2024-09-04,613.9000244140625,620.9500122070312,583.5999755859375,585.5999755859375,12441628,PAYTM
2024-09-05,626.5499877929688,633.7000122070312,610.5999755859375,619.0,10080314,PAYTM
2024-09-06,603.7999877929688,632.0,596.5,620.0,10538113,PAYTM
2024-09-09,627.6500244140625,640.0,584.0999755859375,605.5,14987916,PAYTM
2024-09-10,653.4000244140625,687.4000244140625,633.5,636.9000244140625,35594437,PAYTM
2024-09-11,666.5,683.2999877929688,651.0,656.5,22353276,PAYTM
2024-09-12,666.0,683.9000244140625,655.5,673.8499755859375,17250725,PAYTM
2024-09-13,654.9500122070312,676.0,650.0999755859375,668.0,7126659,PAYTM
2024-09-16,682.1500244140625,687.7999877929688,658.7999877929688,659.0,11074321,PAYTM
2024-09-17,664.4000244140625,683.4000244140625,657.2999877929688,681.7000122070312,5778257,PAYTM
2024-09-18,671.4500122070312,703.25,665.0,665.7000122070312,13742268,PAYTM
2024-09-19,655.0499877929688,683.7999877929688,628.5,677.0999755859375,10044737,PAYTM
2024-09-20,664.0999755859375,670.0499877929688,651.4500122070312,659.75,5300046,PAYTM
2024-09-23,651.5499877929688,676.4000244140625,648.0,665.0,3839695,PAYTM
2024-09-24,680.9500122070312,688.3499755859375,651.1500244140625,656.0,11991325,PAYTM
2024-09-25,687.4500122070312,695.0,676.7999877929688,680.9500122070312,7621107,PAYTM
2024-09-26,705.1500244140625,724.7999877929688,678.25,690.0,20458620,PAYTM
2024-09-27,672.2999877929688,708.8499755859375,667.0,708.0,8458867,PAYTM
2024-09-30,688.2999877929688,695.4500122070312,655.0499877929688,672.0,11543854,PAYTM
2024-10-01,731.3499755859375,742.0,681.7000122070312,688.4000244140625,21039195,PAYTM
2024-10-03,727.5499877929688,755.9000244140625,700.0,703.0,19233620,PAYTM
2024-10-04,695.1500244140625,732.5,691.0,726.0,13080404,PAYTM
2024-10-07,651.8499755859375,713.3499755859375,637.0999755859375,701.6500244140625,14215795,PAYTM
2024-10-08,750.5999755859375,772.8499755859375,657.25,657.25,35378353,PAYTM
2024-10-09,741.25,766.4000244140625,725.8499755859375,751.0,23836638,PAYTM
2024-10-10,732.0,755.9500122070312,727.0,744.75,12019164,PAYTM
2024-10-11,724.5,753.0,721.0,732.5,11361887,PAYTM
2024-10-14,717.6500244140625,736.3499755859375,712.0,729.5999755859375,8101148,PAYTM
2024-10-15,729.75,742.7000122070312,712.6500244140625,721.4000244140625,9165059,PAYTM
2024-10-16,721.9500122070312,734.6500244140625,716.0,729.0,4586084,PAYTM
2024-10-17,696.1500244140625,729.0,691.0,726.0499877929688,5610775,PAYTM
2024-10-18,725.1500244140625,729.9000244140625,670.4000244140625,690.1500244140625,10913448,PAYTM
2024-10-21,725.9500122070312,745.5,706.2000122070312,725.0,10401315,PAYTM
2024-10-22,686.4500122070312,728.7999877929688,669.7999877929688,727.0,21530805,PAYTM
2024-10-23,745.0999755859375,771.7000122070312,700.5999755859375,720.0,43691234,PAYTM
2024-10-24,764.4500122070312,790.0,739.3499755859375,750.0,26111216,PAYTM
2024-10-25,744.4500122070312,768.0,714.0,765.0,18746220,PAYTM
2024-10-28,733.2000122070312,758.7999877929688,726.0999755859375,747.7000122070312,8629246,PAYTM
2024-10-29,744.4500122070312,748.25,724.6500244140625,734.0,5927753,PAYTM
2024-10-30,752.0999755859375,765.5999755859375,737.0499877929688,746.0,5797322,PAYTM
2024-10-31,758.9000244140625,778.5,748.0,749.4500122070312,9492066,PAYTM
2024-11-01,761.8499755859375,773.0,756.0,765.0,1376476,PAYTM
2024-11-04,751.2000122070312,769.9500122070312,747.0,761.8499755859375,4920251,PAYTM
2024-11-05,764.4500122070312,776.7000122070312,747.0499877929688,751.0,6970675,PAYTM
2024-11-06,797.7000122070312,804.0,762.7999877929688,765.0,10187282,PAYTM
2024-11-07,795.8499755859375,813.3499755859375,790.25,799.9000244140625,7417765,PAYTM
2024-11-08,848.5499877929688,855.0999755859375,788.7999877929688,796.0,22266898,PAYTM
2024-11-11,820.1500244140625,853.8499755859375,813.2000122070312,848.0,7301548,PAYTM
2024-11-12,789.7000122070312,839.8499755859375,785.3499755859375,828.0,5713703,PAYTM
2024-11-13,753.25,794.0499877929688,750.0,791.0,7588676,PAYTM
2024-11-14,769.0999755859375,797.5499877929688,763.0499877929688,766.0,10003402,PAYTM
2024-11-18,783.9000244140625,788.0,758.0,771.0,7590159,PAYTM
2024-11-19,814.25,834.0,787.0,787.0,12025683,PAYTM
2024-11-21,845.4000244140625,853.0,808.5499877929688,823.7000122070312,14018817,PAYTM
2024-11-22,900.9500122070312,909.75,843.0499877929688,846.0,24483483,PAYTM
2024-11-25,892.9500122070312,939.0,881.0499877929688,913.7999877929688,16086434,PAYTM
2024-11-26,886.5999755859375,911.1500244140625,879.4000244140625,896.0,9123404,PAYTM
2024-11-27,918.9500122070312,925.0,886.8499755859375,891.25,9576584,PAYTM
2024-11-28,926.6500244140625,950.0,912.75,924.0,14159368,PAYTM
2024-11-29,901.75,952.0,895.2000122070312,930.7000122070312,9897640,PAYTM
2024-12-02,895.9500122070312,911.8499755859375,882.2000122070312,903.0,6402867,PAYTM
2024-12-03,902.5999755859375,910.0,890.7000122070312,899.7000122070312,4660020,PAYTM
2024-12-04,939.8499755859375,942.0,902.5999755859375,906.0,9325615,PAYTM
2024-12-05,955.8499755859375,971.0,937.5,944.0,10074052,PAYTM
2024-12-06,976.25,991.25,942.0,959.5999755859375,11224773,PAYTM
2024-12-09,971.9500122070312,1007.0,968.0499877929688,997.4500122070312,10303658,PAYTM
2024-12-10,967.0,986.3499755859375,958.0999755859375,974.0,6086764,PAYTM
2024-12-11,955.5999755859375,973.2000122070312,952.0,971.4000244140625,3921575,PAYTM
2024-12-12,955.5999755859375,968.0,943.5,956.5,4257312,PAYTM
2024-12-13,984.25,989.2999877929688,934.2000122070312,949.9500122070312,7573762,PAYTM
2024-12-16,1007.0499877929688,1013.0499877929688,977.0499877929688,987.0,8595275,PAYTM
2024-12-17,1014.6500244140625,1062.949951171875,999.0499877929688,1005.0,16447810,PAYTM
2024-12-18,1009.0499877929688,1029.0,1000.0,1018.0,7187163,PAYTM
2024-12-19,996.0999755859375,1016.0,976.5499877929688,990.0,6838630,PAYTM
2024-12-20,945.25,1006.2000122070312,940.0499877929688,999.9000244140625,8211160,PAYTM
2024-12-23,966.0999755859375,978.7999877929688,944.4500122070312,959.7999877929688,5877303,PAYTM
2024-12-24,982.5499877929688,996.9500122070312,953.0,968.0999755859375,7775106,PAYTM
2024-12-26,1002.3499755859375,1009.7999877929688,974.25,981.0,5559568,PAYTM
2024-12-27,1014.25,1025.0,986.25,1005.9500122070312,6583937,PAYTM
2024-12-30,1020.9000244140625,1026.0,1005.2999877929688,1017.0,6591036,PAYTM
2024-12-31,1017.8499755859375,1030.949951171875,1007.0999755859375,1015.0,4349328,PAYTM
2025-01-01,987.5999755859375,1009.0,976.2999877929688,1009.0,6329723,PAYTM
2025-01-02,982.4000244140625,994.0,965.5,989.0,4699842,PAYTM
2025-01-03,982.7999877929688,1007.5499877929688,977.0,983.5999755859375,5220103,PAYTM
2025-01-06,969.0499877929688,1000.0,964.25,985.0,5145682,PAYTM
2025-01-07,983.2000122070312,995.8499755859375,972.0,972.0,2776232,PAYTM
2025-01-08,902.0499877929688,987.25,895.1500244140625,986.0,13442675,PAYTM
2025-01-09,894.6500244140625,911.7000122070312,890.0999755859375,900.0,5265657,PAYTM
2025-01-10,847.7000122070312,893.9000244140625,836.2999877929688,891.0,12081084,PAYTM
2025-01-13,789.7000122070312,831.7000122070312,785.1500244140625,828.0,11744306,PAYTM
2025-01-14,817.9000244140625,832.8499755859375,792.0,793.0499877929688,7565857,PAYTM
2025-01-15,859.0499877929688,871.4000244140625,801.7999877929688,822.5,11282308,PAYTM
2025-01-16,895.0,926.7000122070312,875.0,879.0,9116076,PAYTM
2025-01-17,900.1500244140625,905.0,881.7000122070312,896.0,4570257,PAYTM
2025-01-20,898.5999755859375,920.0,872.2999877929688,901.0,9414541,PAYTM
2025-01-21,854.2999877929688,911.4500122070312,825.4500122070312,901.0,13656853,PAYTM
2025-01-22,841.3499755859375,857.7999877929688,816.7000122070312,850.0,7230982,PAYTM
2025-01-23,849.0999755859375,864.7999877929688,840.0,843.0,3430914,PAYTM
2025-01-24,807.4500122070312,855.6500244140625,773.0499877929688,849.9500122070312,14201511,PAYTM
2025-01-27,779.9500122070312,789.8499755859375,763.2000122070312,788.0,6728800,PAYTM
2025-01-28,769.2000122070312,787.7000122070312,763.2999877929688,785.0,5264951,PAYTM
2025-01-29,808.6500244140625,814.7000122070312,765.25,769.8499755859375,4378055,PAYTM
2025-01-30,771.9000244140625,814.4500122070312,756.5,808.6500244140625,7835049,PAYTM
2025-01-31,775.75,792.8499755859375,768.9500122070312,773.7999877929688,4375081,PAYTM
2025-02-01,743.0999755859375,786.9000244140625,735.0499877929688,776.0,3831010,PAYTM
2025-02-03,774.7000122070312,783.0,710.7000122070312,734.0,9834517,PAYTM
2025-02-04,781.7000122070312,790.9500122070312,770.0,778.0999755859375,3917666,PAYTM
2025-02-05,803.0,812.9500122070312,781.0,781.7000122070312,4143339,PAYTM
2025-02-06,798.0999755859375,814.75,795.0,807.4500122070312,3081750,PAYTM
2025-02-07,809.7999877929688,823.8499755859375,790.2000122070312,799.5999755859375,4660388,PAYTM
2025-02-10,775.25,815.8499755859375,768.0999755859375,811.0,3405850,PAYTM
2025-02-11,749.8499755859375,779.4000244140625,741.2999877929688,776.9500122070312,4695202,PAYTM
2025-02-12,745.4000244140625,754.9000244140625,718.3499755859375,745.0,5725534,PAYTM
2025-02-13,755.4000244140625,773.6500244140625,741.5999755859375,749.4000244140625,3951491,PAYTM
2025-02-14,724.0499877929688,769.4500122070312,713.0999755859375,761.9000244140625,5686221,PAYTM
2025-02-17,733.0,751.0,713.5499877929688,722.0,4389965,PAYTM
2025-02-18,718.0499877929688,741.4500122070312,708.2999877929688,741.4500122070312,4108203,PAYTM
2025-02-19,744.7000122070312,749.9000244140625,706.0,712.0,4038583,PAYTM
2025-02-20,755.5499877929688,764.9500122070312,726.0,737.0499877929688,3778248,PAYTM
2025-02-21,766.1500244140625,779.9500122070312,755.0,755.7999877929688,5453360,PAYTM
2025-02-24,755.0999755859375,763.7000122070312,738.0,753.0,3410818,PAYTM
2025-02-25,734.7000122070312,773.0,732.8499755859375,753.0,3999447,PAYTM
2025-02-27,725.5499877929688,749.7000122070312,715.0499877929688,736.0,4531095,PAYTM
2025-02-28,714.9500122070312,730.5,698.2999877929688,715.0,8952676,PAYTM
2025-03-03,726.4500122070312,734.7999877929688,683.5499877929688,700.0,6090639,PAYTM
2025-03-04,698.5,727.7999877929688,690.0,704.0,6551953,PAYTM
2025-03-05,708.9000244140625,715.7999877929688,687.0,687.0,6721912,PAYTM
2025-03-06,706.3499755859375,722.7000122070312,695.7999877929688,715.0,5897140,PAYTM
2025-03-07,684.8499755859375,713.7000122070312,680.25,710.0,5008551,PAYTM
2025-03-10,665.25,694.9500122070312,661.0999755859375,687.0,4838597,PAYTM
2025-03-11,713.3499755859375,718.9500122070312,651.5,660.0999755859375,13910967,PAYTM
2025-03-12,702.0,720.2999877929688,681.0999755859375,719.0,5418157,PAYTM
2025-03-13,682.8499755859375,706.7999877929688,680.0,704.0,3383930,PAYTM
2025-03-17,688.9000244140625,699.0,682.0999755859375,685.0,3095750,PAYTM
2025-03-18,688.9000244140625,688.9000244140625,688.9000244140625,688.9000244140625,0,PAYTM
2025-03-19,763.0999755859375,772.0,734.0499877929688,745.7000122070312,5756170,PAYTM
2025-03-20,734.4000244140625,762.0,718.2000122070312,762.0,9256199,PAYTM
2025-03-21,751.0499877929688,756.8499755859375,727.2999877929688,736.9000244140625,6003737,PAYTM
2025-03-24,765.4000244140625,780.9000244140625,743.4500122070312,757.4500122070312,6928475,PAYTM
2025-03-25,777.4000244140625,790.7999877929688,761.2999877929688,774.0,8424176,PAYTM
2025-03-26,776.9000244140625,796.0,772.7999877929688,773.5,6269677,PAYTM
2025-03-27,810.0999755859375,813.9500122070312,771.0,771.0,7275497,PAYTM
2025-03-28,783.4500122070312,816.6500244140625,779.1500244140625,812.8499755859375,6502695,PAYTM
2025-04-01,801.0999755859375,806.0,772.0,780.0,4796902,PAYTM
2025-04-02,817.9500122070312,822.7000122070312,791.0,803.5499877929688,4965666,PAYTM
2025-04-03,836.4000244140625,839.75,802.6500244140625,810.0,7073845,PAYTM
2025-04-04,817.0499877929688,843.0,801.0999755859375,832.2000122070312,8949892,PAYTM
2025-04-07,790.5499877929688,803.5999755859375,753.0999755859375,765.0,7646694,PAYTM
2025-04-08,815.1500244140625,824.0,795.25,800.0,4682705,PAYTM
2025-04-09,811.2000122070312,819.8499755859375,789.0,815.0,6171792,PAYTM
2025-04-11,840.7000122070312,846.9500122070312,821.2999877929688,825.4000244140625,5238515,PAYTM
2025-04-15,840.1500244140625,848.5,827.5,840.7000122070312,7073838,PAYTM
2025-04-16,864.9500122070312,880.0,837.5499877929688,841.8499755859375,8281434,PAYTM
2025-04-17,849.5999755859375,871.6500244140625,845.7999877929688,864.4000244140625,4012959,PAYTM
